,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,year,month,suburb,weekly_rent
1773,"4 WILSON STREET, GUNBOWER",-35.957042,144.368537,3.0,1.0,3,$120_per_week,House,January 2008,3566,2008,1,GUNBOWER,120
1810,"402 BEACONSFIELD - EMERALD ROAD, GUYS HILL",-38.0143252,145.3904844,2.0,1.0,0,$220,none,November 2008,3807,2008,11,HILL,220
1877,"23 STEVENSON COURT, HADDON",-37.569765,143.677945,3.0,1.0,0,$320_per_week,House,December 2008,3351,2008,12,HADDON,320
1878,"569 ROSS CREEK-HADDON ROAD, HADDON",-37.59483765,143.71804534,3.0,1.0,2,$270_pw,none,January 2008,3351,2008,1,HADDON,270
2377,"25 NETTLE DRIVE, HALLAM",-38.002459,145.281182,3.0,1.0,2,$240_Weekly,House,June 2008,3803,2008,6,HALLAM,240
2522,"6 GLENCAIRN AVENUE, HALLAM",-38.017064,145.278551,3.0,1.0,1,$250_per_week,House,February 2008,3803,2008,2,HALLAM,250
2900,"290A DENHAMS ROAD, HALLSTON",-38.357517,145.995617,3.0,1.0,2,$190,House,September 2008,3953,2008,9,HALLSTON,190
2901,"290A DENHAMS ROAD, HALLSTON",-38.357517,145.995617,3.0,1.0,2,$190,House,August 2008,3953,2008,8,HALLSTON,190
2956,"1/317 GRAY STREET, HAMILTON",-37.7384364,142.03261538,2.0,1.0,1,$150,Unit/apmt,June 2008,3300,2008,6,HAMILTON,150
3206,"32 HAMLYN AVENUE, HAMLYN HEIGHTS",-38.125428,144.32186,3.0,1.0,1,$260_pw,Rental_residential,February 2008,3215,2008,2,HEIGHTS,260
3207,"32 HAMLYN AVENUE, HAMLYN HEIGHTS",-38.125428,144.32186,3.0,1.0,1,$260,Rental_residential,February 2008,3215,2008,2,HEIGHTS,260
3418,"2/47 SLADEN STREET, HAMLYN HEIGHTS",-38.123727,144.321429,1.0,1.0,1,$140,Rental_residential,February 2008,3215,2008,2,HEIGHTS,140
3526,"34 HEATHER STREET, HAMLYN HEIGHTS",-38.118404,144.327405,3.0,1.0,1,$275_pw,House,November 2008,3215,2008,11,HEIGHTS,275
3527,"34 HEATHER STREET, HAMLYN HEIGHTS",-38.118404,144.327405,3.0,1.0,1,$270_pw,House,August 2008,3215,2008,8,HEIGHTS,270
3528,"34 HEATHER STREET, HAMLYN HEIGHTS",-38.118404,144.327405,3.0,1.0,1,$270_pw,House,January 2008,3215,2008,1,HEIGHTS,270
3659,"4/504-506 BLUFF ROAD, HAMPTON EAST",-37.9378985,145.0239354,2.0,1.0,1,$525_pw,Rental_residential,May 2008,3188,2008,5,EAST,525
3660,"4/504-506 BLUFF ROAD, HAMPTON EAST",-37.9378985,145.0239354,2.0,1.0,1,$495_pw,Rental_residential,May 2008,3188,2008,5,EAST,495
3661,"4/504-506 BLUFF ROAD, HAMPTON EAST",-37.9378985,145.0239354,2.0,1.0,1,$495,Rental_residential,May 2008,3188,2008,5,EAST,495
3662,"4/504-506 BLUFF ROAD, HAMPTON EAST",-37.9378985,145.0239354,2.0,1.0,1,$450,Rental_residential,May 2008,3188,2008,5,EAST,450
3663,"4/504-506 BLUFF ROAD, HAMPTON EAST",-37.9378985,145.0239354,2.0,1.0,1,$525,Rental_residential,May 2008,3188,2008,5,EAST,525
3758,"57A LONSDALE AVENUE, HAMPTON EAST",-37.933319,145.028363,3.0,2.0,2,$700_per_week,Townhouse,October 2008,3188,2008,10,EAST,700
3778,"1 LONSDALE AVENUE, HAMPTON EAST",-37.938004,145.027623,2.0,1.0,2,$400_pw,Rental_residential,June 2008,3188,2008,6,EAST,400
3779,"1 LONSDALE AVENUE, HAMPTON EAST",-37.938004,145.027623,2.0,1.0,2,$400_per_week,Rental_residential,June 2008,3188,2008,6,EAST,400
3780,"1 LONSDALE AVENUE, HAMPTON EAST",-37.938004,145.027623,2.0,1.0,2,$400,Rental_residential,June 2008,3188,2008,6,EAST,400
3850,"8/19 WICKHAM ROAD, HAMPTON EAST",-37.942459,145.02626,2.0,1.0,1,$290_pw,none,March 2008,3188,2008,3,EAST,290
3851,"8/19 WICKHAM ROAD, HAMPTON EAST",-37.942459,145.02626,2.0,1.0,1,$290,none,March 2008,3188,2008,3,EAST,290
3860,"13 KING STREET, HAMPTON EAST",-37.933645,145.032238,3.0,1.0,3,$420_pw,Rental_residential,March 2008,3188,2008,3,EAST,420
3861,"13 KING STREET, HAMPTON EAST",-37.933645,145.032238,3.0,1.0,3,$420,Rental_residential,March 2008,3188,2008,3,EAST,420
3889,"6/30 NEPEAN AVENUE, HAMPTON EAST",-37.935696,145.028826,2.0,1.0,1,$285_pw,none,October 2008,3188,2008,10,EAST,285
4008,"15 LEITH CRESCENT, HAMPTON EAST",-37.941917,145.029106,3.0,1.0,1,$360_pw,Rental_residential,May 2008,3188,2008,5,EAST,360
4009,"15 LEITH CRESCENT, HAMPTON EAST",-37.941917,145.029106,3.0,1.0,1,$360,Rental_residential,May 2008,3188,2008,5,EAST,360
4016,"1/30 NEPEAN AVENUE, HAMPTON EAST",-37.936176,145.028393,2.0,1.0,1,$300_pw,Available Now,March 2008,3188,2008,3,EAST,300
4017,"1/30 NEPEAN AVENUE, HAMPTON EAST",-37.936176,145.028393,2.0,1.0,1,$300,Available Now,March 2008,3188,2008,3,EAST,300
4085,"4/14 WICKHAM ROAD, HAMPTON EAST",-37.943429,145.024904,2.0,1.0,1,$230_per_week,none,October 2008,3188,2008,10,EAST,230
4591,"11 JADE COURT, HAMPTON PARK",-38.035641,145.249448,3.0,1.0,2,$270,House,December 2008,3976,2008,12,PARK,270
4592,"11 JADE COURT, HAMPTON PARK",-38.035641,145.249448,3.0,1.0,2,$270_Weekly,House,November 2008,3976,2008,11,PARK,270
4956,"2/4 HAYES ROAD, HAMPTON PARK",-38.029445,145.253367,2.0,1.0,2,$230_per_week,House,November 2008,3976,2008,11,PARK,230
5053,"19 LEWISHAM CLOSE, HAMPTON PARK",-38.031371,145.279469,3.0,1.0,1,$270,Rental_residential,November 2008,3976,2008,11,PARK,270
5054,"19 LEWISHAM CLOSE, HAMPTON PARK",-38.031371,145.279469,3.0,1.0,1,$270_Weekly,Rental_residential,November 2008,3976,2008,11,PARK,270
5078,"128 WARANA DRIVE, HAMPTON PARK",-38.033784,145.281156,3.0,1.0,2,$260,Rental_residential,April 2008,3976,2008,4,PARK,260
5079,"128 WARANA DRIVE, HAMPTON PARK",-38.033784,145.281156,3.0,1.0,2,$260_pw,Rental_residential,March 2008,3976,2008,3,PARK,260
5080,"128 WARANA DRIVE, HAMPTON PARK",-38.033784,145.281156,3.0,1.0,2,$260,Rental_residential,March 2008,3976,2008,3,PARK,260
5491,"5 DENVER COURT, HAMPTON PARK",-38.04,145.265103,3.0,2.0,2,$260,House,October 2008,3976,2008,10,PARK,260
5598,"34 IVAN CRESCENT, HAMPTON PARK",-38.038167,145.26305,3.0,1.0,1,$230_per_week,Rental_residential,June 2008,3976,2008,6,PARK,230
5599,"34 IVAN CRESCENT, HAMPTON PARK",-38.038167,145.26305,3.0,1.0,1,$230,Rental_residential,June 2008,3976,2008,6,PARK,230
5696,"65 FEWSTER ROAD, HAMPTON",-37.938323,145.018345,3.0,1.0,1,$300_per_week,House,September 2008,3188,2008,9,HAMPTON,300
5766,"36 BRIDGE STREET, HAMPTON",-37.945481,145.008923,4.0,2.0,4,$1100_pw,none,September 2008,3188,2008,9,HAMPTON,1100
5784,"3/72 HOLYROOD STREET, HAMPTON",-37.934127,145.001763,2.0,1.0,1,$395_pw,none,January 2008,3188,2008,1,HAMPTON,395
5806,"3/2 MILLS STREET, HAMPTON",-37.93579,145.003802,3.0,2.0,2,$620_per_week,Townhouse,July 2008,3188,2008,7,HAMPTON,620
5807,"3/2 MILLS STREET, HAMPTON",-37.93579,145.003802,3.0,2.0,2,$620,Townhouse,June 2008,3188,2008,6,HAMPTON,620
5862,"536 BLUFF ROAD, HAMPTON",-37.935236,145.024584,4.0,1.0,2,$395_per_week,House,July 2008,3188,2008,7,HAMPTON,395
5863,"536 BLUFF ROAD, HAMPTON",-37.935236,145.024584,4.0,1.0,2,$395,House,July 2008,3188,2008,7,HAMPTON,395
5984,"3 BAYSIDE CRESCENT, HAMPTON",-37.943249,145.006435,3.0,2.0,2,$995_per_week,House,August 2008,3188,2008,8,HAMPTON,995
5985,"3 BAYSIDE CRESCENT, HAMPTON",-37.943249,145.006435,3.0,2.0,2,$850_per_week,House,July 2008,3188,2008,7,HAMPTON,850
5986,"3 BAYSIDE CRESCENT, HAMPTON",-37.943249,145.006435,3.0,2.0,2,$995_per_week,House,July 2008,3188,2008,7,HAMPTON,995
5987,"3 BAYSIDE CRESCENT, HAMPTON",-37.943249,145.006435,3.0,2.0,2,$995,House,July 2008,3188,2008,7,HAMPTON,995
6030,"49 THOMAS STREET, HAMPTON",-37.938938,145.008338,3.0,2.0,2,$775_pw,none,August 2008,3188,2008,8,HAMPTON,775
6120,"27A KINGSTON STREET, HAMPTON",-37.932759,145.013306,3.0,2.0,2,$500_per_week,Rental_residential,August 2008,3188,2008,8,HAMPTON,500
6121,"27A KINGSTON STREET, HAMPTON",-37.932759,145.013306,3.0,2.0,2,$500_per_week,Rental_residential,July 2008,3188,2008,7,HAMPTON,500
6122,"27A KINGSTON STREET, HAMPTON",-37.932759,145.013306,3.0,2.0,2,$500,Rental_residential,July 2008,3188,2008,7,HAMPTON,500
6163,"35 SARGOOD STREET, HAMPTON",-37.943834,145.010618,4.0,2.0,2,$900_pw,Rental_residential,July 2008,3188,2008,7,HAMPTON,900
6164,"35 SARGOOD STREET, HAMPTON",-37.943834,145.010618,4.0,2.0,2,$800_pw,Rental_residential,July 2008,3188,2008,7,HAMPTON,800
6165,"35 SARGOOD STREET, HAMPTON",-37.943834,145.010618,4.0,2.0,2,$900_per_week,Rental_residential,July 2008,3188,2008,7,HAMPTON,900
6166,"35 SARGOOD STREET, HAMPTON",-37.943834,145.010618,4.0,2.0,2,$900,Rental_residential,July 2008,3188,2008,7,HAMPTON,900
6167,"35 SARGOOD STREET, HAMPTON",-37.943834,145.010618,4.0,2.0,2,$800,Rental_residential,July 2008,3188,2008,7,HAMPTON,800
6168,"35 SARGOOD STREET, HAMPTON",-37.943834,145.010618,4.0,2.0,2,$1300_pw,Rental_residential,June 2008,3188,2008,6,HAMPTON,1300
6169,"35 SARGOOD STREET, HAMPTON",-37.943834,145.010618,4.0,2.0,2,$1300,Rental_residential,June 2008,3188,2008,6,HAMPTON,1300
6174,"1/14 FOAM STREET, HAMPTON",-37.93811,145.006943,2.0,1.0,2,$350_pw,Rental_residential,July 2008,3188,2008,7,HAMPTON,350
6187,"15/56 BEACH ROAD, HAMPTON",-37.939367,144.999506,2.0,1.0,1,$330_pw,Rental_residential,October 2008,3188,2008,10,HAMPTON,330
6238,"1/95 HIGHETT ROAD, HAMPTON",-37.94617,145.021466,2.0,1.0,2,$340,Rental_residential,April 2008,3188,2008,4,HAMPTON,340
6239,"1/95 HIGHETT ROAD, HAMPTON",-37.94617,145.021466,2.0,1.0,2,$340_pw,Rental_residential,April 2008,3188,2008,4,HAMPTON,340
6354,"2/93 HIGHETT ROAD, HAMPTON",-37.946153,145.02119,2.0,1.0,1,$335,none,July 2008,3188,2008,7,HAMPTON,335
6420,"6/518 BLUFF ROAD, HAMPTON",-37.936467,145.02426,1.0,1.0,1,$255_per_week,Unit/apmt,November 2008,3188,2008,11,HAMPTON,255
6449,"4/8 -10 SMALL STREET, HAMPTON",-37.939574,145.001307,3.0,2.0,2,$550_pw,Rental_residential,August 2008,3188,2008,8,HAMPTON,550
6523,"4/54 FEWSTER ROAD, HAMPTON",-37.9386238,145.0193685,2.0,1.0,1,$230_pw,Rental_residential,May 2008,3188,2008,5,HAMPTON,230
6524,"4/54 FEWSTER ROAD, HAMPTON",-37.9386238,145.0193685,2.0,1.0,1,$230,Rental_residential,May 2008,3188,2008,5,HAMPTON,230
6562,"1/128 LUDSTONE STREET, HAMPTON",-37.932906,145.003915,3.0,2.0,2,$625_per_week,none,April 2008,3188,2008,4,HAMPTON,625
6563,"1/128 LUDSTONE STREET, HAMPTON",-37.932906,145.003915,3.0,2.0,2,$625,none,April 2008,3188,2008,4,HAMPTON,625
6770,"4 VISTA ROAD, HAMPTON",-37.929418,144.996967,1.0,1.0,0,$205_per_week,Rental_residential,September 2008,3188,2008,9,HAMPTON,205
6771,"4 VISTA ROAD, HAMPTON",-37.929418,144.996967,1.0,1.0,0,$205_pw,Rental_residential,September 2008,3188,2008,9,HAMPTON,205
6772,"4 VISTA ROAD, HAMPTON",-37.929418,144.996967,1.0,1.0,0,$205_pw,Rental_residential,August 2008,3188,2008,8,HAMPTON,205
6773,"4 VISTA ROAD, HAMPTON",-37.929418,144.996967,1.0,1.0,0,$205_per_week,Rental_residential,August 2008,3188,2008,8,HAMPTON,205
6774,"4 VISTA ROAD, HAMPTON",-37.929418,144.996967,1.0,1.0,0,$200_pw,Rental_residential,May 2008,3188,2008,5,HAMPTON,200
6775,"4 VISTA ROAD, HAMPTON",-37.929418,144.996967,1.0,1.0,0,$200_per_week,Rental_residential,May 2008,3188,2008,5,HAMPTON,200
6799,"4/62 BEACH ROAD, HAMPTON",-37.94073868,145.00028992,1.0,1.0,1,$280_pw,none,April 2008,3188,2008,4,HAMPTON,280
6800,"4/62 BEACH ROAD, HAMPTON",-37.94073868,145.00028992,1.0,1.0,1,$280,none,April 2008,3188,2008,4,HAMPTON,280
6801,"4/62 BEACH ROAD, HAMPTON",-37.94073868,145.00028992,1.0,1.0,1,$295_pw,none,February 2008,3188,2008,2,HAMPTON,295
6802,"4/62 BEACH ROAD, HAMPTON",-37.94073868,145.00028992,1.0,1.0,1,$295,none,February 2008,3188,2008,2,HAMPTON,295
6822,"2/45 GRENVILLE STREET, HAMPTON",-37.935542,145.002774,2.0,2.0,2,$495_pw,Rental_residential,June 2008,3188,2008,6,HAMPTON,495
6823,"2/45 GRENVILLE STREET, HAMPTON",-37.935542,145.002774,2.0,2.0,2,$495,Rental_residential,March 2008,3188,2008,3,HAMPTON,495
6824,"2/45 GRENVILLE STREET, HAMPTON",-37.935542,145.002774,2.0,2.0,2,$495,Rental_residential,February 2008,3188,2008,2,HAMPTON,495
6884,"2/128 LUDSTONE STREET, HAMPTON",-37.933253,145.004145,3.0,2.0,2,$825_pw,Townhouse,February 2008,3188,2008,2,HAMPTON,825
6885,"2/128 LUDSTONE STREET, HAMPTON",-37.933253,145.004145,3.0,2.0,2,$825_per_week,Townhouse,January 2008,3188,2008,1,HAMPTON,825
6886,"2/128 LUDSTONE STREET, HAMPTON",-37.933253,145.004145,3.0,2.0,2,$825,Townhouse,January 2008,3188,2008,1,HAMPTON,825
7182,"121 FENTON DRIVE, HARCOURT NORTH",-36.911633,144.258546,1.0,1.0,2,$275_pw,House,October 2008,3453,2008,10,NORTH,275
7183,"1 FORD ROAD, HARCOURT NORTH",-36.927489,144.28322,4.0,1.0,2,$430_pw,none,September 2008,3453,2008,9,NORTH,430
7328,"4 HIGH STREET, HARCOURT",-37.000559,144.26159,2.0,1.0,0,$190,House,June 2008,3453,2008,6,HARCOURT,190
7361,"19 GEORGE RAE AVENUE, HARKAWAY",-37.998435,145.34619,4.0,2.0,0,$320_per_week,none,August 2008,3806,2008,8,HARKAWAY,320
7362,"19 GEORGE RAE AVENUE, HARKAWAY",-37.998435,145.34619,4.0,2.0,0,$320,none,July 2008,3806,2008,7,HARKAWAY,320
7419,"17 OLIVE AVENUE, HARKAWAY",-37.998895,145.344961,3.0,1.0,2,$300,House,April 2008,3806,2008,4,HARKAWAY,300
7423,"13 OLIVE AVENUE, HARKAWAY",-37.999178,145.344567,2.0,1.0,2,$220,none,April 2008,3806,2008,4,HARKAWAY,220
7427,"31 HALLEUR ROAD, HARKAWAY",-37.989761,145.343367,4.0,2.0,4,$515_per_week,House,December 2008,3806,2008,12,HARKAWAY,515
7428,"31 HALLEUR ROAD, HARKAWAY",-37.989761,145.343367,4.0,2.0,4,$500_per_week,House,July 2008,3806,2008,7,HARKAWAY,500
7429,"31 HALLEUR ROAD, HARKAWAY",-37.989761,145.343367,4.0,2.0,4,$500,House,July 2008,3806,2008,7,HARKAWAY,500
7430,"63 KING ROAD, HARKAWAY",-38.000856,145.344678,3.0,1.0,2,$400_per_week,none,December 2008,3806,2008,12,HARKAWAY,400
7745,"6 ELIZABETH STREET, HASTINGS",-38.309201,145.192534,3.0,1.0,1,$220,none,May 2008,3915,2008,5,HASTINGS,220
7746,"6 ELIZABETH STREET, HASTINGS",-38.309201,145.192534,3.0,1.0,1,$230_Weekly,none,April 2008,3915,2008,4,HASTINGS,230
456,"72 THE ESPLANADE, TORQUAY",-38.326694,144.326465,3.0,2.0,2,$550_Weekly,Townhouse,September 2008,3228,2008,9,TORQUAY,550
509,"6 FATHOM DRIVE, TORQUAY",-38.310409,144.336148,4.0,2.0,2,$400_per_week,Rental_residential,August 2008,3228,2008,8,TORQUAY,400
510,"6 FATHOM DRIVE, TORQUAY",-38.310409,144.336148,4.0,2.0,2,$400_per_week,Rental_residential,July 2008,3228,2008,7,TORQUAY,400
511,"6 FATHOM DRIVE, TORQUAY",-38.310409,144.336148,4.0,2.0,2,$400,Rental_residential,June 2008,3228,2008,6,TORQUAY,400
721,"19A POMORA AVENUE, TORQUAY",-38.314036,144.33086,3.0,2.0,2,$350_Weekly,Townhouse,June 2008,3228,2008,6,TORQUAY,350
722,"19A POMORA AVENUE, TORQUAY",-38.314036,144.33086,3.0,2.0,2,$420_Weekly,Townhouse,April 2008,3228,2008,4,TORQUAY,420
1012,"30 CENTRESIDE DRIVE, TORQUAY",-38.309465,144.333726,4.0,2.0,2,$400_per_week,none,March 2008,3228,2008,3,TORQUAY,400
1037,"15 GLENGARRY DRIVE, TORQUAY",-38.315193,144.324514,4.0,2.0,2,$370_Weekly,none,November 2008,3228,2008,11,TORQUAY,370
1038,"15 GLENGARRY DRIVE, TORQUAY",-38.315193,144.324514,4.0,2.0,2,$370_Weekly,none,January 2008,3228,2008,1,TORQUAY,370
1061,"47 SANDS BOULEVARD, TORQUAY",-38.31193,144.35155,2.0,2.0,2,$300_per_week,Available Now,January 2008,3228,2008,1,TORQUAY,300
1062,"47 SANDS BOULEVARD, TORQUAY",-38.31193,144.35155,2.0,2.0,2,$300,Available Now,January 2008,3228,2008,1,TORQUAY,300
1083,"14 RIPPLESIDE DRIVE, TORQUAY",-38.311569,144.345375,4.0,2.0,2,$2300_pw,none,January 2008,3228,2008,1,TORQUAY,2300
1430,"158 ROGERS ROAD, TRAFALGAR SOUTH",-38.228917,146.179063,4.0,1.0,0,$264,House,July 2008,3824,2008,7,SOUTH,264
1547,"16 ASHBY STREET, TRAFALGAR",-38.210167,146.151911,3.0,1.0,1,$200,House,May 2008,3824,2008,5,TRAFALGAR,200
1552,"35 PRINCES HIGHWAY, TRAFALGAR",-38.208548,146.150025,3.0,1.0,2,$210,Rental_residential,May 2008,3824,2008,5,TRAFALGAR,210
1650,"11 LAUREN PLACE, TRARALGON SOUTH",-38.314953,146.545617,4.0,2.0,2,$270_per_week,House,December 2008,3844,2008,12,SOUTH,270
1665,"14 SALLY COURT, TRARALGON",-38.207197,146.547041,3.0,1.0,1,$220,none,June 2008,3844,2008,6,TRARALGON,220
1825,"1 MASKREY STREET, TRARALGON",-38.204856,146.554433,3.0,1.0,1,$160_per_week,House,November 2008,3844,2008,11,TRARALGON,160
1826,"1 MASKREY STREET, TRARALGON",-38.204856,146.554433,3.0,1.0,1,$160_per_week,House,October 2008,3844,2008,10,TRARALGON,160
1997,"32 KOSCIUSKO STREET, TRARALGON",-38.203906,146.514543,3.0,1.0,2,$200,Rental_residential,February 2008,3844,2008,2,TRARALGON,200
2101,"10 MILES STREET, TRARALGON",-38.204484,146.551988,3.0,1.0,1,$170,Rental_residential,June 2008,3844,2008,6,TRARALGON,170
2113,"2/51 GILMOUR STREET, TRARALGON",-38.185916,146.520505,1.0,1.0,1,$225,Rental_residential,June 2008,3844,2008,6,TRARALGON,225
2425,"29 HENRY STREET, TRARALGON",-38.197884,146.529173,4.0,1.0,1,$230_per_week,House,March 2008,3844,2008,3,TRARALGON,230
2426,"29 HENRY STREET, TRARALGON",-38.197884,146.529173,4.0,1.0,1,$230_per_week,House,February 2008,3844,2008,2,TRARALGON,230
2427,"29 HENRY STREET, TRARALGON",-38.197884,146.529173,4.0,1.0,1,$230,House,February 2008,3844,2008,2,TRARALGON,230
2515,"9 MORRISON STREET, TRARALGON",-38.202112,146.539068,3.0,1.0,2,$270_per_week,House,August 2008,3844,2008,8,TRARALGON,270
2516,"9 MORRISON STREET, TRARALGON",-38.202112,146.539068,3.0,1.0,2,$270_per_week,House,July 2008,3844,2008,7,TRARALGON,270
2517,"9 MORRISON STREET, TRARALGON",-38.202112,146.539068,3.0,1.0,2,$270,House,July 2008,3844,2008,7,TRARALGON,270
2643,"2/44 GILMOUR STREET, TRARALGON",-38.186214,146.521102,1.0,1.0,1,$100,Rental_residential,February 2008,3844,2008,2,TRARALGON,100
2708,"1/35 FLEMINGTON STREET, TRAVANCORE",-37.782412,144.935102,2.0,1.0,1,$300,Rental_residential,January 2008,3032,2008,1,TRAVANCORE,300
2866,"5/9 BUCKLAND STREET, TRAVANCORE",-37.782153,144.934174,2.0,1.0,1,$280,Unit/apmt,June 2008,3032,2008,6,TRAVANCORE,280
2867,"5/9 BUCKLAND STREET, TRAVANCORE",-37.782153,144.934174,2.0,1.0,1,$280_pw,Unit/apmt,June 2008,3032,2008,6,TRAVANCORE,280
2956,"0 CHERRY TREE RANGE, SEYMOUR- YEA ROAD,, TRAWOOL",-37.1212697,145.2169265,1.0,1.0,1,$110,Unit/apmt,June 2008,3660,2008,6,TRAWOOL,110
3677,"129 MELROSE DRIVE, TULLAMARINE",-37.706205,144.884595,3.0,2.0,1,$260_pw,none,April 2008,3043,2008,4,TULLAMARINE,260
3703,"15/266 MELROSE DRIVE, TULLAMARINE",-37.701353,144.88102,3.0,1.0,1,$250_pw,Townhouse,August 2008,3043,2008,8,TULLAMARINE,250
3838,"10/266 MELROSE DRIVE, TULLAMARINE",-37.69381,144.875387,2.0,1.0,1,$250_pw,Rental_residential,November 2008,3043,2008,11,TULLAMARINE,250
3888,"18/200 MELROSE DRIVE, TULLAMARINE",-37.698167,144.880192,2.0,1.0,1,$200_p.w.,House,November 2008,3043,2008,11,TULLAMARINE,200
3889,"18/200 MELROSE DRIVE, TULLAMARINE",-37.698167,144.880192,2.0,1.0,1,$210_pw,House,November 2008,3043,2008,11,TULLAMARINE,210
3890,"18/200 MELROSE DRIVE, TULLAMARINE",-37.698167,144.880192,2.0,1.0,1,$210,House,November 2008,3043,2008,11,TULLAMARINE,210
3907,"1/244 MELROSE DRIVE, TULLAMARINE",-37.695561,144.876994,3.0,1.0,2,$260_p.w.,none,April 2008,3043,2008,4,TULLAMARINE,260
3908,"1/244 MELROSE DRIVE, TULLAMARINE",-37.695561,144.876994,3.0,1.0,2,$290_pw,none,April 2008,3043,2008,4,TULLAMARINE,290
3909,"1/244 MELROSE DRIVE, TULLAMARINE",-37.695561,144.876994,3.0,1.0,2,$260,none,April 2008,3043,2008,4,TULLAMARINE,260
3910,"1/244 MELROSE DRIVE, TULLAMARINE",-37.695561,144.876994,3.0,1.0,2,$260_pw,none,April 2008,3043,2008,4,TULLAMARINE,260
3996,"5/200 MELROSE DRIVE, TULLAMARINE",-37.698167,144.880192,2.0,1.0,2,$195,Unit/apmt,March 2008,3043,2008,3,TULLAMARINE,195
4041,"27/1 MILLAR ROAD, TULLAMARINE",-37.694442,144.876694,2.0,1.0,1,$240_Weekly,Unit/apmt,July 2008,3043,2008,7,TULLAMARINE,240
4071,"47 GORDON STREET, TULLAMARINE",-37.704068,144.876501,3.0,1.0,4,$250,Rental_residential,November 2008,3043,2008,11,TULLAMARINE,250
4072,"47 GORDON STREET, TULLAMARINE",-37.704068,144.876501,3.0,1.0,4,$270,Rental_residential,October 2008,3043,2008,10,TULLAMARINE,270
4073,"47 GORDON STREET, TULLAMARINE",-37.704068,144.876501,3.0,1.0,4,$270_per_week,Rental_residential,October 2008,3043,2008,10,TULLAMARINE,270
4119,"7/60 SHARPS ROAD, TULLAMARINE",-37.707437,144.877221,3.0,1.0,2,$210_pw,Townhouse,January 2008,3043,2008,1,TULLAMARINE,210
4134,"29/112A MICKLEHAM ROAD, TULLAMARINE",-37.69680023,144.88328552,2.0,1.0,1,$260_Weekly,Available Now,December 2008,3043,2008,12,TULLAMARINE,260
4186,"5/7 SPRING STREET, TULLAMARINE",-37.705101,144.878424,2.0,1.0,1,$235_p.w.,none,August 2008,3043,2008,8,TULLAMARINE,235
4187,"5/7 SPRING STREET, TULLAMARINE",-37.705101,144.878424,2.0,1.0,1,$235_pw,none,August 2008,3043,2008,8,TULLAMARINE,235
4188,"5/7 SPRING STREET, TULLAMARINE",-37.705101,144.878424,2.0,1.0,1,$235,none,August 2008,3043,2008,8,TULLAMARINE,235
4325,"6/99 MICKLEHAM ROAD, TULLAMARINE",-37.696177,144.880131,2.0,1.0,1,$220_Weekly,none,December 2008,3043,2008,12,TULLAMARINE,220
4326,"6/99 MICKLEHAM ROAD, TULLAMARINE",-37.696177,144.880131,2.0,1.0,1,$220,none,May 2008,3043,2008,5,TULLAMARINE,220
4480,"1/266 MELROSE DRIVE, TULLAMARINE",-37.69381,144.875387,2.0,1.0,1,$200_pw,Rental_residential,May 2008,3043,2008,5,TULLAMARINE,200
4481,"1/266 MELROSE DRIVE, TULLAMARINE",-37.69381,144.875387,2.0,1.0,1,$200,Rental_residential,May 2008,3043,2008,5,TULLAMARINE,200
4509,"1/4 WARWICK PLACE, TULLAMARINE",-37.708047,144.888354,3.0,2.0,1,$330,none,June 2008,3043,2008,6,TULLAMARINE,330
4599,"6/45 DERBY STREET, TULLAMARINE",-37.692567,144.874935,2.0,1.0,1,$240_pw,Unit/apmt,January 2008,3043,2008,1,TULLAMARINE,240
4600,"6/45 DERBY STREET, TULLAMARINE",-37.692567,144.874935,2.0,1.0,1,$240,Unit/apmt,January 2008,3043,2008,1,TULLAMARINE,240
4696,"1/3 TRACEY STREET, TULLAMARINE",-37.699709,144.878156,3.0,1.0,1,$230_per_week,none,November 2008,3043,2008,11,TULLAMARINE,230
4795,"6/32 BIRCH AVE, TULLAMARINE",-37.70512,144.87983,2.0,1.0,1,$240_pw,Unit/apmt,January 2008,3043,2008,1,TULLAMARINE,240
4796,"6/32 BIRCH AVE, TULLAMARINE",-37.70512,144.87983,2.0,1.0,1,$240_p.w.,Unit/apmt,January 2008,3043,2008,1,TULLAMARINE,240
4857,"28 SPRY ST, TUNGAMAH",-36.162726,145.878576,3.0,1.0,5,$190,House,November 2008,3728,2008,11,TUNGAMAH,190
4858,"28 SPRY ST, TUNGAMAH",-36.162726,145.878576,3.0,1.0,5,$190,House,October 2008,3728,2008,10,TUNGAMAH,190
4882,"15 BARR STREET, TUNGAMAH",-36.16178,145.877777,3.0,1.0,1,$100,House,November 2008,3728,2008,11,TUNGAMAH,100
4988,"2 CRAIG AVENUE, TYABB",-38.262518,145.187888,3.0,1.0,3,$300,House,November 2008,3913,2008,11,TYABB,300
4989,"2 CRAIG AVENUE, TYABB",-38.262518,145.187888,3.0,1.0,3,$300_Weekly,House,October 2008,3913,2008,10,TYABB,300
4994,"2/1529 FRANKSTON FLINDERS ROAD, TYABB",-38.260709,145.190114,2.0,1.0,1,$250_pw,none,March 2008,3913,2008,3,TYABB,250
4995,"2/1529 FRANKSTON FLINDERS ROAD, TYABB",-38.260709,145.190114,2.0,1.0,1,$250_pw,none,January 2008,3913,2008,1,TYABB,250
