,address,latitude,longitude,nbed,nbath,ncar,historical_prices,type,historical_dates
0,"27 KELSON STREET, COBURG",-37.7411220,144.9552880,2,1,none,$330 pw,Rental_residential,April 2014
0,"27 KELSON STREET, COBURG",-37.7411220,144.9552880,2,1,none,$310 pw,Rental_residential,April 2012
0,"33/3 BLACKWOOD CLOSE, COBURG",-38.1796368002,146.5435451002,2,2,1,$500,Available Now,August 2022
0,"33/3 BLACKWOOD CLOSE, COBURG",-38.1796368002,146.5435451002,2,2,1,$500,Available Now,August 2022
0,"127 GORDON STREET, COBURG",-37.74487001,144.94884001,4,1,1,$695,none,August 2022
0,"127 GORDON STREET, COBURG",-37.74487001,144.94884001,4,1,1,$695,none,August 2022
0,"52A CAMPBELL STREET, COBURG",-37.75382001,144.96884001,4,3,1,$795,none,August 2022
0,"52A CAMPBELL STREET, COBURG",-37.75382001,144.96884001,4,3,1,$795,none,August 2022
0,"52A CAMPBELL STREET, COBURG",-37.75382001,144.96884001,4,3,1,$795,none,August 2021
0,"2/34 DONNE STREET, COBURG",-37.7508040,144.9493730,2,1,1,$350,none,August 2022
0,"2/34 DONNE STREET, COBURG",-37.7508040,144.9493730,2,1,1,$350,none,August 2022
0,"2/34 DONNE STREET, COBURG",-37.7508040,144.9493730,2,1,1,$380 per week,none,September 2020
0,"23 MARANOA CRESCENT, COBURG",-37.7519653,144.9550004,3,1,1,$630 pw,none,August 2022
0,"23 MARANOA CRESCENT, COBURG",-37.7519653,144.9550004,3,1,1,$630 pw,none,August 2022
0,"23 MARANOA CRESCENT, COBURG",-37.7519653,144.9550004,3,1,1,$450 Week,none,October 2017
0,"23 MARANOA CRESCENT, COBURG",-37.7519653,144.9550004,3,1,1,$450 pw,none,October 2017
0,"15D SAUNDERS STREET, COBURG",-37.7496645002,144.9510988002,none,none,none,"$625 - $2,716 pw",none,August 2022
0,"15D SAUNDERS STREET, COBURG",-37.7496645002,144.9510988002,none,none,none,"$625 - $2,716 pw",none,August 2022
0,"72 DONNE STREET, COBURG",-37.747820,144.949758,2,1,4,"$630 - $2,738 pw",none,August 2022
0,"72 DONNE STREET, COBURG",-37.747820,144.949758,2,1,4,"$630 - $2,738 pw",none,August 2022
0,"72 DONNE STREET, COBURG",-37.747820,144.949758,2,1,4,$400 per week,none,October 2009
0,"72 DONNE STREET, COBURG",-37.747820,144.949758,2,1,4,$350 pw,none,December 2007
0,"2 SACRAMENTO WAY, COBURG",-38.2400144002,144.5429386002,3,2,2,$690 p.w.,Townhouse,August 2022
0,"2 SACRAMENTO WAY, COBURG",-38.2400144002,144.5429386002,3,2,2,$690 p.w.,Townhouse,August 2022
0,"2 SACRAMENTO WAY, COBURG",-38.2400144002,144.5429386002,3,2,2,$600 p.w.,Townhouse,August 2022
0,"9 WATCHTOWER ROAD, COBURG",-37.73804815,144.97273345,4,2,2,$900 per week,House,August 2022
0,"9 WATCHTOWER ROAD, COBURG",-37.73804815,144.97273345,4,2,2,$900 per week,House,August 2022
0,"9 WATCHTOWER ROAD, COBURG",-37.73804815,144.97273345,4,2,2,$900,House,August 2022
0,"9 WATCHTOWER ROAD, COBURG",-37.73804815,144.97273345,4,2,2,$900 per week,House,May 2022
0,"9 WATCHTOWER ROAD, COBURG",-37.73804815,144.97273345,4,2,2,$900 per week,House,April 2022
0,"9 WATCHTOWER ROAD, COBURG",-37.73804815,144.97273345,4,2,2,$750 Weekly,House,December 2019
0,"9 WATCHTOWER ROAD, COBURG",-37.73804815,144.97273345,4,2,2,$750 per week,House,December 2019
0,"9 WATCHTOWER ROAD, COBURG",-37.73804815,144.97273345,4,2,2,$750 p.w.,House,December 2019
0,"9 WATCHTOWER ROAD, COBURG",-37.73804815,144.97273345,4,2,2,$750 pw,House,December 2019
0,"9 WATCHTOWER ROAD, COBURG",-37.73804815,144.97273345,4,2,2,$700 per week,House,November 2018
0,"9 WATCHTOWER ROAD, COBURG",-37.73804815,144.97273345,4,2,2,$700 pw,House,November 2018
0,"9 WATCHTOWER ROAD, COBURG",-37.73804815,144.97273345,4,2,2,$700 Weekly,House,November 2018
0,"9 WATCHTOWER ROAD, COBURG",-37.73804815,144.97273345,4,2,2,$700,House,October 2018
0,"9 WATCHTOWER ROAD, COBURG",-37.73804815,144.97273345,4,2,2,$665 Weekly,House,January 2017
0,"9 WATCHTOWER ROAD, COBURG",-37.73804815,144.97273345,4,2,2,$665 per week,House,January 2017
0,"9 WATCHTOWER ROAD, COBURG",-37.73804815,144.97273345,4,2,2,$665 pw,House,January 2017
0,"6/1 THE GROVE, COBURG",-37.7509610,144.9657670,2,1,1,$450 p.w.,Townhouse,August 2022
0,"6/1 THE GROVE, COBURG",-37.7509610,144.9657670,2,1,1,$450 p.w.,Townhouse,August 2022
0,"6/1 THE GROVE, COBURG",-37.7509610,144.9657670,2,1,1,$450,Townhouse,July 2022
0,"6/1 THE GROVE, COBURG",-37.7509610,144.9657670,2,1,1,$330 pw,Townhouse,May 2014
0,"6/1 THE GROVE, COBURG",-37.7509610,144.9657670,2,1,1,$340 pw,Townhouse,February 2013
0,"6/1 THE GROVE, COBURG",-37.7509610,144.9657670,2,1,1,$320 p.w.,Townhouse,November 2010
0,"6/1 THE GROVE, COBURG",-37.7509610,144.9657670,2,1,1,$330,Townhouse,November 2010
0,"6/1 THE GROVE, COBURG",-37.7509610,144.9657670,2,1,1,$330 pw,Townhouse,November 2010
0,"31 FOWLER STREET, COBURG",-37.7471566,144.969696,2,1,1,$480 per week,House,August 2022
0,"31 FOWLER STREET, COBURG",-37.7471566,144.969696,2,1,1,$480 per week,House,August 2022
0,"31 FOWLER STREET, COBURG",-37.7471566,144.969696,2,1,1,$480,House,August 2022
0,"31 FOWLER STREET, COBURG",-37.7471566,144.969696,2,1,1,$470 per week,House,August 2021
0,"31 FOWLER STREET, COBURG",-37.7471566,144.969696,2,1,1,$470,House,August 2021
0,"31 FOWLER STREET, COBURG",-37.7471566,144.969696,2,1,1,$460 per week,House,May 2020
0,"31 FOWLER STREET, COBURG",-37.7471566,144.969696,2,1,1,$450 per week,House,March 2017
0,"31 FOWLER STREET, COBURG",-37.7471566,144.969696,2,1,1,$430 per week,House,September 2014
0,"9 WATCHTOWER RD, COBURG",-37.7380481,144.9727335,4,2,2,$900 per week,House,August 2022
0,"9 WATCHTOWER RD, COBURG",-37.7380481,144.9727335,4,2,2,$900 per week,House,August 2022
0,"9 WATCHTOWER RD, COBURG",-37.7380481,144.9727335,4,2,2,$900 per week,House,April 2022
0,"9 WATCHTOWER RD, COBURG",-37.7380481,144.9727335,4,2,2,$750 Weekly,House,December 2019
0,"9 WATCHTOWER RD, COBURG",-37.7380481,144.9727335,4,2,2,$700 Weekly,House,November 2018
0,"9 WATCHTOWER RD, COBURG",-37.7380481,144.9727335,4,2,2,$665 Weekly,House,January 2017
0,"56 ROSE STREET, COBURG",-37.7431550,144.9473560,3,1,2,$520 per week,Rental_residential,August 2022
0,"56 ROSE STREET, COBURG",-37.7431550,144.9473560,3,1,2,$520 per week,Rental_residential,August 2022
0,"56 ROSE STREET, COBURG",-37.7431550,144.9473560,3,1,2,$535,Rental_residential,August 2022
0,"56 ROSE STREET, COBURG",-37.7431550,144.9473560,3,1,2,$500 per week,Rental_residential,August 2022
0,"56 ROSE STREET, COBURG",-37.7431550,144.9473560,3,1,2,$535 per week,Rental_residential,August 2022
0,"56 ROSE STREET, COBURG",-37.7431550,144.9473560,3,1,2,$520 per week,Rental_residential,July 2022
0,"56 ROSE STREET, COBURG",-37.7431550,144.9473560,3,1,2,$535 per week,Rental_residential,July 2022
0,"56 ROSE STREET, COBURG",-37.7431550,144.9473560,3,1,2,$520 per week,Rental_residential,July 2019
0,"56 ROSE STREET, COBURG",-37.7431550,144.9473560,3,1,2,$440 pw,Rental_residential,February 2014
0,"56 ROSE STREET, COBURG",-37.7431550,144.9473560,3,1,2,$400 pw,Rental_residential,February 2012
0,"56 ROSE STREET, COBURG",-37.7431550,144.9473560,3,1,2,$300 p.w.,Rental_residential,June 2009
0,"56 ROSE STREET, COBURG",-37.7431550,144.9473560,3,1,2,$300 pw,Rental_residential,June 2009
0,"56 ROSE STREET, COBURG",-37.7431550,144.9473560,3,1,2,$300,Rental_residential,June 2009
0,"203A/21 PENTRIDGE BOULEVARD, COBURG",-37.73769001,144.9697001,2,2,1,"$450 - $1,955 pw",Rental_residential,August 2022
0,"203A/21 PENTRIDGE BOULEVARD, COBURG",-37.73769001,144.9697001,2,2,1,"$450 - $1,955 pw",Rental_residential,August 2022
0,"2/7-9 BELL STREET, COBURG",-37.742764,144.977229,2,2,1,$420,Rental_residential,August 2022
0,"2/7-9 BELL STREET, COBURG",-37.742764,144.977229,2,2,1,$420,Rental_residential,August 2022
0,"2/7-9 BELL STREET, COBURG",-37.742764,144.977229,2,2,1,$400,Rental_residential,August 2022
0,"2/7-9 BELL STREET, COBURG",-37.742764,144.977229,2,2,1,$400 per week,Rental_residential,August 2022
0,"2/7-9 BELL STREET, COBURG",-37.742764,144.977229,2,2,1,$420 per week,Rental_residential,July 2022
0,"2/7-9 BELL STREET, COBURG",-37.742764,144.977229,2,2,1,$400 per week,Rental_residential,September 2021
0,"2/7-9 BELL STREET, COBURG",-37.742764,144.977229,2,2,1,$400 per week,Rental_residential,September 2019
0,"2/7-9 BELL STREET, COBURG",-37.742764,144.977229,2,2,1,$400,Rental_residential,August 2018
0,"2/7-9 BELL STREET, COBURG",-37.742764,144.977229,2,2,1,$400 per week,Rental_residential,August 2018
0,"2/7-9 BELL STREET, COBURG",-37.742764,144.977229,2,2,1,$410 per week,Rental_residential,August 2018
0,"2/7-9 BELL STREET, COBURG",-37.742764,144.977229,2,2,1,$410,Rental_residential,August 2018
0,"2/7-9 BELL STREET, COBURG",-37.742764,144.977229,2,2,1,$390,Rental_residential,September 2016
0,"2/7-9 BELL STREET, COBURG",-37.742764,144.977229,2,2,1,$390 per week,Rental_residential,September 2016
0,"2/7-9 BELL STREET, COBURG",-37.742764,144.977229,2,2,1,$380 pw,Rental_residential,September 2015
0,"2/7-9 BELL STREET, COBURG",-37.742764,144.977229,2,2,1,$390 Week,Rental_residential,August 2015
0,"2/7-9 BELL STREET, COBURG",-37.742764,144.977229,2,2,1,$390 per week,Rental_residential,August 2015
0,"2/7-9 BELL STREET, COBURG",-37.742764,144.977229,2,2,1,$390 pw,Rental_residential,August 2015
0,"2/7-9 BELL STREET, COBURG",-37.742764,144.977229,2,2,1,$390,Rental_residential,August 2015
0,"2/7-9 BELL STREET, COBURG",-37.742764,144.977229,2,2,1,$390 Week,Rental_residential,January 2015
0,"2/7-9 BELL STREET, COBURG",-37.742764,144.977229,2,2,1,$390 per week,Rental_residential,January 2015
0,"2/7-9 BELL STREET, COBURG",-37.742764,144.977229,2,2,1,$390 pw,Rental_residential,January 2015
0,"2/7-9 BELL STREET, COBURG",-37.742764,144.977229,2,2,1,$380 per week,Rental_residential,February 2014
0,"2/7-9 BELL STREET, COBURG",-37.742764,144.977229,2,2,1,$380 p.w.,Rental_residential,February 2014
0,"2/7-9 BELL STREET, COBURG",-37.742764,144.977229,2,2,1,$380 pw,Rental_residential,February 2014
0,"4/79 BELL STREET, COBURG",-37.741964,144.970699,3,1,1,$380,Rental_residential,August 2022
0,"4/79 BELL STREET, COBURG",-37.741964,144.970699,3,1,1,$380,Rental_residential,August 2022
0,"4/79 BELL STREET, COBURG",-37.741964,144.970699,3,1,1,$380 per week,Rental_residential,August 2021
0,"4/79 BELL STREET, COBURG",-37.741964,144.970699,3,1,1,$380,Rental_residential,July 2021
0,"4/79 BELL STREET, COBURG",-37.741964,144.970699,3,1,1,$370 per week,Rental_residential,September 2017
0,"60 LINDA STREET, COBURG",-37.75021001,144.95672001,4,2,2,$720,none,August 2022
0,"60 LINDA STREET, COBURG",-37.75021001,144.95672001,4,2,2,$720,none,August 2022
0,"1/26 HALL STREET, COBURG",-37.7526460,144.9589012,2,1,2,$450,none,August 2022
0,"1/26 HALL STREET, COBURG",-37.7526460,144.9589012,2,1,2,$450,none,August 2022
0,"7/94 RENNIE STREET, COBURG",-37.7517259002,144.9781367002,3,1,3,$700 per week,Townhouse,August 2022
0,"7/94 RENNIE STREET, COBURG",-37.7517259002,144.9781367002,3,1,3,$700 per week,Townhouse,August 2022
0,"7/94 RENNIE STREET, COBURG",-37.7517259002,144.9781367002,3,1,3,$700,Townhouse,August 2022
0,"48 ABECKETT STREET, COBURG",-37.73378600,144.95686300,2,1,2,$485 per week,House,August 2022
0,"48 ABECKETT STREET, COBURG",-37.73378600,144.95686300,2,1,2,$485 per week,House,August 2022
0,"48 ABECKETT STREET, COBURG",-37.73378600,144.95686300,2,1,2,$495 per week,House,August 2022
0,"48 ABECKETT STREET, COBURG",-37.73378600,144.95686300,2,1,2,$495,House,August 2022
0,"48 ABECKETT STREET, COBURG",-37.73378600,144.95686300,2,1,2,$495 per week,House,October 2021
0,"48 ABECKETT STREET, COBURG",-37.73378600,144.95686300,2,1,2,$495,House,October 2021
0,"48 ABECKETT STREET, COBURG",-37.73378600,144.95686300,2,1,2,$495 per week,House,September 2021
0,"48 ABECKETT STREET, COBURG",-37.73378600,144.95686300,2,1,2,$450 per week,House,January 2019
0,"10/95 HARDING STREET, COBURG",-37.745848,144.975359,2,1,1,$400 per week,none,August 2022
0,"10/95 HARDING STREET, COBURG",-37.745848,144.975359,2,1,1,$400 per week,none,August 2022
0,"10/95 HARDING STREET, COBURG",-37.745848,144.975359,2,1,1,$400,none,August 2022
0,"10/95 HARDING STREET, COBURG",-37.745848,144.975359,2,1,1,$265 per week,none,October 2009
0,"10/95 HARDING STREET, COBURG",-37.745848,144.975359,2,1,1,$250 per week,none,August 2008
0,"10/95 HARDING STREET, COBURG",-37.745848,144.975359,2,1,1,$210 pw,none,August 2007
0,"111/146 BELL STREET, COBURG",-37.740837,144.9632357,1,1,none,$330 per week,Unit/apmt,August 2022
0,"111/146 BELL STREET, COBURG",-37.740837,144.9632357,1,1,none,$330 per week,Unit/apmt,August 2022
0,"111/146 BELL STREET, COBURG",-37.740837,144.9632357,1,1,none,$370 per week,Unit/apmt,August 2022
0,"111/146 BELL STREET, COBURG",-37.740837,144.9632357,1,1,none,$370,Unit/apmt,August 2022
0,"111/146 BELL STREET, COBURG",-37.740837,144.9632357,1,1,none,$370 per week,Unit/apmt,October 2021
0,"111/146 BELL STREET, COBURG",-37.740837,144.9632357,1,1,none,$370 per week,Unit/apmt,July 2021
0,"111/146 BELL STREET, COBURG",-37.740837,144.9632357,1,1,none,$360 Weekly,Unit/apmt,July 2019
0,"111/146 BELL STREET, COBURG",-37.740837,144.9632357,1,1,none,$360 p.w.,Unit/apmt,July 2019
0,"111/146 BELL STREET, COBURG",-37.740837,144.9632357,1,1,none,$360 pw,Unit/apmt,July 2019
0,"111/146 BELL STREET, COBURG",-37.740837,144.9632357,1,1,none,$360,Unit/apmt,July 2019
0,"111/146 BELL STREET, COBURG",-37.740837,144.9632357,1,1,none,$350 Weekly,Unit/apmt,July 2018
0,"111/146 BELL STREET, COBURG",-37.740837,144.9632357,1,1,none,$350,Unit/apmt,July 2018
0,"111/146 BELL STREET, COBURG",-37.740837,144.9632357,1,1,none,$350 pw,Unit/apmt,July 2018
0,"53 NICHOLSON STREET, COBURG",-37.753605,144.975761,2,1,1,$440 pw,none,August 2022
0,"53 NICHOLSON STREET, COBURG",-37.753605,144.975761,2,1,1,$440 pw,none,August 2022
0,"53 NICHOLSON STREET, COBURG",-37.753605,144.975761,2,1,1,$440,none,August 2022
0,"53 NICHOLSON STREET, COBURG",-37.753605,144.975761,2,1,1,$375 pw,none,August 2014
0,"53 NICHOLSON STREET, COBURG",-37.753605,144.975761,2,1,1,$360 per week,none,August 2013
0,"53 NICHOLSON STREET, COBURG",-37.753605,144.975761,2,1,1,$350 pw,none,August 2012
0,"53 NICHOLSON STREET, COBURG",-37.753605,144.975761,2,1,1,$335 pw,none,March 2011
0,"53 NICHOLSON STREET, COBURG",-37.753605,144.975761,2,1,1,$265 pw,none,March 2008
0,"53 NICHOLSON STREET, COBURG",-37.753605,144.975761,2,1,1,$265,none,March 2008
0,"5 SPRING STREET, COBURG",-37.8875241002,145.29391559689043002,3,1,6,$600 per week,House,August 2022
0,"5 SPRING STREET, COBURG",-37.8875241002,145.29391559689043002,3,1,6,$600 per week,House,August 2022
0,"5 SPRING STREET, COBURG",-37.8875241002,145.29391559689043002,3,1,6,$500,House,August 2022
0,"5 SPRING STREET, COBURG",-37.8875241002,145.29391559689043002,3,1,6,$600,House,August 2022
0,"5 SPRING STREET, COBURG",-37.8875241002,145.29391559689043002,3,1,6,$600 per week,House,July 2022
0,"49 SOUDAN STREET, COBURG",-37.7391140,144.9517910,3,1,1,"$540 - $2,346 pw",none,August 2022
0,"49 SOUDAN STREET, COBURG",-37.7391140,144.9517910,3,1,1,"$540 - $2,346 pw",none,August 2022
0,"49 SOUDAN STREET, COBURG",-37.7391140,144.9517910,3,1,1,$520 Week,none,May 2020
0,"49 SOUDAN STREET, COBURG",-37.7391140,144.9517910,3,1,1,$520 Week,none,March 2019
0,"49 SOUDAN STREET, COBURG",-37.7391140,144.9517910,3,1,1,$520 Week,none,December 2017
0,"49 SOUDAN STREET, COBURG",-37.7391140,144.9517910,3,1,1,$520 pw,none,December 2017
0,"49 SOUDAN STREET, COBURG",-37.7391140,144.9517910,3,1,1,$500 pw,none,November 2015
0,"49 SOUDAN STREET, COBURG",-37.7391140,144.9517910,3,1,1,$500 Week,none,November 2015
0,"49 SOUDAN STREET, COBURG",-37.7391140,144.9517910,3,1,1,$470 pw,none,December 2013
0,"49 SOUDAN STREET, COBURG",-37.7391140,144.9517910,3,1,1,$350,none,July 2011
0,"49 SOUDAN STREET, COBURG",-37.7391140,144.9517910,3,1,1,$350 pw,none,July 2011
0,"49 SOUDAN STREET, COBURG",-37.7391140,144.9517910,3,1,1,$425 pw,none,March 2010
0,"8 SACRAMENTO WAY, COBURG",-38.1220809002,145.3726398002,3,2,2,$600 per week,Townhouse,August 2022
0,"8 SACRAMENTO WAY, COBURG",-38.1220809002,145.3726398002,3,2,2,$600 per week,Townhouse,August 2022
0,"8 SACRAMENTO WAY, COBURG",-38.1220809002,145.3726398002,3,2,2,$600,Townhouse,August 2022
0,"37 MAY STREET, COBURG",-37.7759217002,144.9859767002,3,1,3,$580 per week,House,August 2022
0,"37 MAY STREET, COBURG",-37.7759217002,144.9859767002,3,1,3,$580 per week,House,August 2022
0,"37 MAY STREET, COBURG",-37.7759217002,144.9859767002,3,1,3,$580,House,August 2022
0,"37 MAY STREET, COBURG",-37.7759217002,144.9859767002,3,1,3,$580 per week,House,July 2022
0,"4/85 GAFFNEY STREET, COBURG",-37.733725,144.959773,2,1,1,$470 per week,House,August 2022
0,"4/85 GAFFNEY STREET, COBURG",-37.733725,144.959773,2,1,1,$470 per week,House,August 2022
0,"4/85 GAFFNEY STREET, COBURG",-37.733725,144.959773,2,1,1,$470,House,August 2022
0,"4/85 GAFFNEY STREET, COBURG",-37.733725,144.959773,2,1,1,$450 Weekly,House,September 2018
0,"4/85 GAFFNEY STREET, COBURG",-37.733725,144.959773,2,1,1,$450,House,September 2018
0,"4/85 GAFFNEY STREET, COBURG",-37.733725,144.959773,2,1,1,$450 pw,House,September 2018
0,"4/85 GAFFNEY STREET, COBURG",-37.733725,144.959773,2,1,1,$450,House,August 2018
0,"4/85 GAFFNEY STREET, COBURG",-37.733725,144.959773,2,1,1,$425,House,September 2017
0,"4/85 GAFFNEY STREET, COBURG",-37.733725,144.959773,2,1,1,$425 p.w.,House,September 2017
0,"4/85 GAFFNEY STREET, COBURG",-37.733725,144.959773,2,1,1,$425 pw,House,September 2017
0,"4/85 GAFFNEY STREET, COBURG",-37.733725,144.959773,2,1,1,$450 pw,House,July 2017
0,"4/85 GAFFNEY STREET, COBURG",-37.733725,144.959773,2,1,1,$450 pw,House,March 2016
0,"4/85 GAFFNEY STREET, COBURG",-37.733725,144.959773,2,1,1,$450 per week,House,February 2016
0,"4/85 GAFFNEY STREET, COBURG",-37.733725,144.959773,2,1,1,$450 per week,House,January 2015
0,"3/9 OHEA STREET, COBURG",-37.7368035002,144.9575115002,2,1,1,$420 per week,House,August 2022
0,"3/9 OHEA STREET, COBURG",-37.7368035002,144.9575115002,2,1,1,$420 per week,House,August 2022
0,"3/9 OHEA STREET, COBURG",-37.7368035002,144.9575115002,2,1,1,$420 per week,House,July 2022
0,"3/9 OHEA STREET, COBURG",-37.7368035002,144.9575115002,2,1,1,$420 per week,House,June 2022
0,"3/9 OHEA STREET, COBURG",-37.7368035002,144.9575115002,2,1,1,$400,House,September 2021
0,"3/9 OHEA STREET, COBURG",-37.7368035002,144.9575115002,2,1,1,$400 p.w.,House,August 2021
0,"3/9 OHEA STREET, COBURG",-37.7368035002,144.9575115002,2,1,1,$400,House,August 2021
0,"3/9 OHEA STREET, COBURG",-37.7368035002,144.9575115002,2,1,1,$400,House,July 2021
0,"3/9 OHEA STREET, COBURG",-37.7368035002,144.9575115002,2,1,1,$400 per week,House,October 2020
0,"3/9 OHEA STREET, COBURG",-37.7368035002,144.9575115002,2,1,1,$400,House,October 2020
0,"3/9 OHEA STREET, COBURG",-37.7368035002,144.9575115002,2,1,1,$400 p.w.,House,October 2020
0,"3/9 OHEA STREET, COBURG",-37.7368035002,144.9575115002,2,1,1,$380 per week,House,October 2020
0,"6/7 DARE STREET, COBURG",-37.74969001,144.96709001,2,1,2,$420 per week,none,August 2022
0,"6/7 DARE STREET, COBURG",-37.74969001,144.96709001,2,1,2,$420 per week,none,August 2022
0,"6/7 DARE STREET, COBURG",-37.74969001,144.96709001,2,1,2,$400 per week,none,August 2022
0,"6/7 DARE STREET, COBURG",-37.74969001,144.96709001,2,1,2,$420,none,August 2022
0,"2/44 STAWELL STREET, COBURG",-37.73444,144.960272,3,2,3,$550 per week,none,August 2022
0,"2/44 STAWELL STREET, COBURG",-37.73444,144.960272,3,2,3,$550 per week,none,August 2022
0,"2/44 STAWELL STREET, COBURG",-37.73444,144.960272,3,2,3,$550,none,August 2022
0,"2/44 STAWELL STREET, COBURG",-37.73444,144.960272,3,2,3,$530 per week,none,September 2020
0,"2/44 STAWELL STREET, COBURG",-37.73444,144.960272,3,2,3,$550 per week,none,November 2019
0,"2/44 STAWELL STREET, COBURG",-37.73444,144.960272,3,2,3,$560,none,November 2019
0,"2/44 STAWELL STREET, COBURG",-37.73444,144.960272,3,2,3,$550 per week,none,October 2018
0,"47 MOORE STREET, COBURG",-37.7542503,144.9695382,2,1,1,$580 per week,Townhouse,August 2022
0,"47 MOORE STREET, COBURG",-37.7542503,144.9695382,2,1,1,$580 per week,Townhouse,August 2022
0,"47 MOORE STREET, COBURG",-37.7542503,144.9695382,2,1,1,$580,Townhouse,August 2022
0,"47 MOORE STREET, COBURG",-37.7542503,144.9695382,2,1,1,$585 per week,Townhouse,February 2021
0,"47 MOORE STREET, COBURG",-37.7542503,144.9695382,2,1,1,$585,Townhouse,February 2021
0,"47 MOORE STREET, COBURG",-37.7542503,144.9695382,2,1,1,$550 per week,Townhouse,September 2018
0,"47 MOORE STREET, COBURG",-37.7542503,144.9695382,2,1,1,$520 per week,Townhouse,May 2017
0,"47 MOORE STREET, COBURG",-37.7542503,144.9695382,2,1,1,$480 per week,Townhouse,November 2015
0,"47 MOORE STREET, COBURG",-37.7542503,144.9695382,2,1,1,$450 per week,Townhouse,November 2014
0,"47 MOORE STREET, COBURG",-37.7542503,144.9695382,2,1,1,$21,Townhouse,September 2014
0,"18 LAMBETH STREET, KENSINGTON",-37.789382,144.934256,2,1,none,$410 per week,none,July 2022
0,"18 LAMBETH STREET, KENSINGTON",-37.789382,144.934256,2,1,none,$410 per week,none,July 2022
0,"18 LAMBETH STREET, KENSINGTON",-37.789382,144.934256,2,1,none,$410,none,July 2022
0,"18 LAMBETH STREET, KENSINGTON",-37.789382,144.934256,2,1,none,$370 per week,none,April 2016
0,"18 LAMBETH STREET, KENSINGTON",-37.789382,144.934256,2,1,none,$380 per week,none,March 2016
0,"18 LAMBETH STREET, KENSINGTON",-37.789382,144.934256,2,1,none,$310 per week,none,March 2011
0,"18 LAMBETH STREET, KENSINGTON",-37.789382,144.934256,2,1,none,$310 pe...,none,March 2011
0,"18 LAMBETH STREET, KENSINGTON",-37.789382,144.934256,2,1,none,$245,none,October 2007
0,"1/27 MCALLISTER MEWS, KENSINGTON",-37.7929280,144.9202850,3,1,1,$520 per week,none,July 2022
0,"1/27 MCALLISTER MEWS, KENSINGTON",-37.7929280,144.9202850,3,1,1,$520 per week,none,July 2022
0,"1/27 MCALLISTER MEWS, KENSINGTON",-37.7929280,144.9202850,3,1,1,$520,none,July 2022
0,"1/27 MCALLISTER MEWS, KENSINGTON",-37.7929280,144.9202850,3,1,1,$425 pw,none,July 2013
0,"1/27 MCALLISTER MEWS, KENSINGTON",-37.7929280,144.9202850,3,1,1,$425 p.w.,none,July 2013
0,"1/27 MCALLISTER MEWS, KENSINGTON",-37.7929280,144.9202850,3,1,1,$425 per week,none,April 2012
0,"1/27 MCALLISTER MEWS, KENSINGTON",-37.7929280,144.9202850,3,1,1,$425 per week,none,March 2012
0,"1/27 MCALLISTER MEWS, KENSINGTON",-37.7929280,144.9202850,3,1,1,$395 per week,none,October 2010
0,"1/27 MCALLISTER MEWS, KENSINGTON",-37.7929280,144.9202850,3,1,1,$370 per week,none,March 2009
0,"B705/260 ANZAC PARADE, KENSINGTON",-33.91192001,151.22428001,2,2,1,$780 pw,none,July 2022
0,"B705/260 ANZAC PARADE, KENSINGTON",-33.91192001,151.22428001,2,2,1,$780 pw,none,July 2022
0,"B705/260 ANZAC PARADE, KENSINGTON",-33.91192001,151.22428001,2,2,1,$625 pw,none,November 2020
0,"B705/260 ANZAC PARADE, KENSINGTON",-33.91192001,151.22428001,2,2,1,$700,none,October 2020
0,"46 RANKINS ROAD, KENSINGTON",-37.790289,144.931494,2,1,none,"$440 - $1,912 pw",none,July 2022
0,"46 RANKINS ROAD, KENSINGTON",-37.790289,144.931494,2,1,none,"$440 - $1,912 pw",none,July 2022
0,"46 RANKINS ROAD, KENSINGTON",-37.790289,144.931494,2,1,none,$440 per week,none,February 2022
0,"46 RANKINS ROAD, KENSINGTON",-37.790289,144.931494,2,1,none,$440 per week,none,April 2019
0,"46 RANKINS ROAD, KENSINGTON",-37.790289,144.931494,2,1,none,$440 per week,none,May 2018
0,"46 RANKINS ROAD, KENSINGTON",-37.790289,144.931494,2,1,none,$440 per week,none,March 2018
0,"46 RANKINS ROAD, KENSINGTON",-37.790289,144.931494,2,1,none,$440 per week,none,October 2016
0,"46 RANKINS ROAD, KENSINGTON",-37.790289,144.931494,2,1,none,$440 per week,none,December 2015
0,"46 RANKINS ROAD, KENSINGTON",-37.790289,144.931494,2,1,none,$440 per week,none,November 2015
0,"46 RANKINS ROAD, KENSINGTON",-37.790289,144.931494,2,1,none,$440 per week,none,October 2015
0,"46 RANKINS ROAD, KENSINGTON",-37.790289,144.931494,2,1,none,$440 per week,none,September 2015
0,"46 RANKINS ROAD, KENSINGTON",-37.790289,144.931494,2,1,none,$400 pw,none,June 2013
0,"46 RANKINS ROAD, KENSINGTON",-37.790289,144.931494,2,1,none,$390,none,December 2010
0,"46 RANKINS ROAD, KENSINGTON",-37.790289,144.931494,2,1,none,$390 pw,none,December 2010
0,"46 RANKINS ROAD, KENSINGTON",-37.790289,144.931494,2,1,none,$380 pw,none,October 2008
0,"21-23 TANKARD STREET, KENSINGTON",-37.7965309002,144.9202181002,none,none,none,"$680 - $2,955 pw",none,July 2022
0,"21-23 TANKARD STREET, KENSINGTON",-37.7965309002,144.9202181002,none,none,none,"$680 - $2,955 pw",none,July 2022
